month,region,vehicles_registered
2016-07-01,Тернопільська,285
2016-08-01,Тернопільська,281
2016-09-01,Тернопільська,358
2016-10-01,Тернопільська,393
2016-11-01,Тернопільська,425
2016-12-01,Тернопільська,478
2017-01-01,Тернопільська,300
2017-02-01,Тернопільська,369
2017-03-01,Тернопільська,625
2017-04-01,Тернопільська,595
2017-05-01,Тернопільська,544
2017-06-01,Тернопільська,563
2017-07-01,Тернопільська,583
2017-08-01,Тернопільська,564
2017-09-01,Тернопільська,521
2017-10-01,Тернопільська,585
2017-11-01,Тернопільська,478
2017-12-01,Тернопільська,578
2018-01-01,Тернопільська,479
2018-02-01,Тернопільська,493
2018-03-01,Тернопільська,586
2018-04-01,Тернопільська,550
2018-05-01,Тернопільська,722
2018-06-01,Тернопільська,837
2018-07-01,Тернопільська,871
2018-08-01,Тернопільська,863
2018-09-01,Тернопільська,636
2018-10-01,Тернопільська,824
2018-11-01,Тернопільська,801
2018-12-01,Тернопільська,1041
2019-01-01,Тернопільська,2115
2019-02-01,Тернопільська,3802
2019-03-01,Тернопільська,2067
2019-04-01,Тернопільська,1266
2019-05-01,Тернопільська,1366
2013-01-01,Чернівецька,525
2013-02-01,Чернівецька,660
2013-03-01,Чернівецька,661
2013-04-01,Чернівецька,816
2013-05-01,Чернівецька,729
2013-06-01,Чернівецька,785
2013-07-01,Чернівецька,876
2013-08-01,Чернівецька,1649
2013-09-01,Чернівецька,167
2013-10-01,Чернівецька,124
2013-11-01,Чернівецька,117
2013-12-01,Чернівецька,213
2014-01-01,Чернівецька,99
2014-02-01,Чернівецька,106
2014-03-01,Чернівецька,94
2014-04-01,Чернівецька,93
2014-05-01,Чернівецька,278
2014-06-01,Чернівецька,798
2014-07-01,Чернівецька,1025
2014-08-01,Чернівецька,743
2014-09-01,Чернівецька,764
2014-10-01,Чернівецька,906
2014-11-01,Чернівецька,765
2014-12-01,Чернівецька,1019
2015-01-01,Чернівецька,201
2015-02-01,Чернівецька,280
2015-03-01,Чернівецька,229
2015-04-01,Чернівецька,264
2015-05-01,Чернівецька,256
2015-06-01,Чернівецька,329
2015-07-01,Чернівецька,449
2015-08-01,Чернівецька,244
2015-09-01,Чернівецька,246
2015-10-01,Чернівецька,374
2015-11-01,Чернівецька,311
2015-12-01,Чернівецька,231
2016-01-01,Чернівецька,269
2016-02-01,Чернівецька,292
2016-03-01,Чернівецька,304
2016-04-01,Чернівецька,287
2016-05-01,Чернівецька,167
2016-06-01,Чернівецька,184
2016-07-01,Чернівецька,205
2016-08-01,Чернівецька,250
2016-09-01,Чернівецька,283
2016-10-01,Чернівецька,326
2016-11-01,Чернівецька,344
2016-12-01,Чернівецька,329
2017-01-01,Чернівецька,194
2017-02-01,Чернівецька,217
2017-03-01,Чернівецька,357
2017-04-01,Чернівецька,314
2017-05-01,Чернівецька,346
2017-06-01,Чернівецька,350
2017-07-01,Чернівецька,311
2017-08-01,Чернівецька,381
2017-09-01,Чернівецька,408
2017-10-01,Чернівецька,367
2017-11-01,Чернівецька,379
2017-12-01,Чернівецька,401
2018-01-01,Чернівецька,290
2018-02-01,Чернівецька,322
2018-03-01,Чернівецька,360
2018-04-01,Чернівецька,435
2018-05-01,Чернівецька,523
2018-06-01,Чернівецька,507
2018-07-01,Чернівецька,550
2018-08-01,Чернівецька,611
2018-09-01,Чернівецька,411
2018-10-01,Чернівецька,418
2018-11-01,Чернівецька,421
2018-12-01,Чернівецька,1522
2019-01-01,Чернівецька,3104
2019-02-01,Чернівецька,5184
2019-03-01,Чернівецька,3126
2019-04-01,Чернівецька,1073
2019-05-01,Чернівецька,1052
2013-01-01,Хмельницька,154
2013-02-01,Хмельницька,214
2013-03-01,Хмельницька,229
2013-04-01,Хмельницька,311
2013-05-01,Хмельницька,274
2013-06-01,Хмельницька,274
2013-07-01,Хмельницька,318
2013-08-01,Хмельницька,641
2013-09-01,Хмельницька,313
2013-10-01,Хмельницька,138
2013-11-01,Хмельницька,175
2013-12-01,Хмельницька,177
2014-01-01,Хмельницька,111
2014-02-01,Хмельницька,94
2014-03-01,Хмельницька,200
2014-04-01,Хмельницька,160
2014-05-01,Хмельницька,250
2014-06-01,Хмельницька,537
2014-07-01,Хмельницька,1114
2014-08-01,Хмельницька,820
2014-09-01,Хмельницька,697
2014-10-01,Хмельницька,717
2014-11-01,Хмельницька,673
2014-12-01,Хмельницька,1022
2015-01-01,Хмельницька,218
2015-02-01,Хмельницька,257
2015-03-01,Хмельницька,186
2015-04-01,Хмельницька,278
2015-05-01,Хмельницька,270
2015-06-01,Хмельницька,288
2015-07-01,Хмельницька,341
2015-08-01,Хмельницька,269
2015-09-01,Хмельницька,266
2015-10-01,Хмельницька,446
2015-11-01,Хмельницька,357
2015-12-01,Хмельницька,351
2016-01-01,Хмельницька,216
2016-02-01,Хмельницька,291
2016-03-01,Хмельницька,323
2016-04-01,Хмельницька,340
2016-05-01,Хмельницька,178
2016-06-01,Хмельницька,244
2016-07-01,Хмельницька,300
2016-08-01,Хмельницька,329
2016-09-01,Хмельницька,402
2016-10-01,Хмельницька,393
2016-11-01,Хмельницька,459
2016-12-01,Хмельницька,473
2017-01-01,Хмельницька,306
2017-02-01,Хмельницька,355
2017-03-01,Хмельницька,543
2017-04-01,Хмельницька,506
2017-05-01,Хмельницька,604
2017-06-01,Хмельницька,619
2017-07-01,Хмельницька,653
2017-08-01,Хмельницька,658
2017-09-01,Хмельницька,675
2017-10-01,Хмельницька,547
2017-11-01,Хмельницька,606
2017-12-01,Хмельницька,623
2018-01-01,Хмельницька,460
2018-02-01,Хмельницька,517
2018-03-01,Хмельницька,640
2018-04-01,Хмельницька,739
2018-05-01,Хмельницька,822
2018-06-01,Хмельницька,905
2018-07-01,Хмельницька,851
2018-08-01,Хмельницька,868
2018-09-01,Хмельницька,566
2018-10-01,Хмельницька,665
2018-11-01,Хмельницька,633
2018-12-01,Хмельницька,822
2019-01-01,Хмельницька,2211
2019-02-01,Хмельницька,3669
2019-03-01,Хмельницька,2126
2019-04-01,Хмельницька,1119
2019-05-01,Хмельницька,1239
2013-01-01,Закарпатська,189
2013-02-01,Закарпатська,193
2013-03-01,Закарпатська,198
2013-04-01,Закарпатська,224
2013-05-01,Закарпатська,143
2013-06-01,Закарпатська,174
2013-07-01,Закарпатська,213
2013-08-01,Закарпатська,353
2013-09-01,Закарпатська,101
2013-10-01,Закарпатська,87
2013-11-01,Закарпатська,136
2013-12-01,Закарпатська,133
2014-01-01,Закарпатська,95
2014-02-01,Закарпатська,116
2014-03-01,Закарпатська,75
2014-04-01,Закарпатська,67
2014-05-01,Закарпатська,98
2014-06-01,Закарпатська,382
2014-07-01,Закарпатська,543
2014-08-01,Закарпатська,483
2014-09-01,Закарпатська,484
2014-10-01,Закарпатська,481
2014-11-01,Закарпатська,477
2014-12-01,Закарпатська,598
2015-01-01,Закарпатська,224
2015-02-01,Закарпатська,218
2015-03-01,Закарпатська,158
2015-04-01,Закарпатська,249
2015-05-01,Закарпатська,250
2015-06-01,Закарпатська,248
2015-07-01,Закарпатська,322
2015-08-01,Закарпатська,210
2015-09-01,Закарпатська,283
2015-10-01,Закарпатська,322
2015-11-01,Закарпатська,227
2015-12-01,Закарпатська,318
2016-01-01,Закарпатська,172
2016-02-01,Закарпатська,254
2016-03-01,Закарпатська,272
2016-04-01,Закарпатська,239
2016-05-01,Закарпатська,192
2016-06-01,Закарпатська,256
2016-07-01,Закарпатська,266
2016-08-01,Закарпатська,328
2016-09-01,Закарпатська,396
2016-10-01,Закарпатська,504
2016-11-01,Закарпатська,429
2016-12-01,Закарпатська,475
2017-01-01,Закарпатська,302
2017-02-01,Закарпатська,431
2017-03-01,Закарпатська,532
2017-04-01,Закарпатська,461
2017-05-01,Закарпатська,531
2017-06-01,Закарпатська,541
2017-07-01,Закарпатська,579
2017-08-01,Закарпатська,599
2017-09-01,Закарпатська,590
2017-10-01,Закарпатська,725
2017-11-01,Закарпатська,587
2017-12-01,Закарпатська,587
2018-01-01,Закарпатська,506
2018-02-01,Закарпатська,556
2018-03-01,Закарпатська,629
2018-04-01,Закарпатська,478
2018-05-01,Закарпатська,596
2018-06-01,Закарпатська,642
2018-07-01,Закарпатська,717
2018-08-01,Закарпатська,836
2018-09-01,Закарпатська,631
2018-10-01,Закарпатська,696
2018-11-01,Закарпатська,535
2018-12-01,Закарпатська,1338
2019-01-01,Закарпатська,2840
2019-02-01,Закарпатська,4714
2019-03-01,Закарпатська,3985
2019-04-01,Закарпатська,1549
2019-05-01,Закарпатська,1337
2013-01-01,Запорізька,512
2013-02-01,Запорізька,625
2013-03-01,Запорізька,984
2013-04-01,Запорізька,1448
2013-05-01,Запорізька,898
2013-06-01,Запорізька,886
2013-07-01,Запорізька,1123
2013-08-01,Запорізька,1520
2013-09-01,Запорізька,761
2013-10-01,Запорізька,753
2013-11-01,Запорізька,730
2013-12-01,Запорізька,791
2014-01-01,Запорізька,464
2014-02-01,Запорізька,615
2014-03-01,Запорізька,613
2014-04-01,Запорізька,348
2014-05-01,Запорізька,162
2014-06-01,Запорізька,301
2014-07-01,Запорізька,774
2014-08-01,Запорізька,692
2014-09-01,Запорізька,487
2014-10-01,Запорізька,499
2014-11-01,Запорізька,423
2014-12-01,Запорізька,465
2015-01-01,Запорізька,235
2015-02-01,Запорізька,224
2015-03-01,Запорізька,159
2015-04-01,Запорізька,261
2015-05-01,Запорізька,212
2015-06-01,Запорізька,273
2015-07-01,Запорізька,353
2015-08-01,Запорізька,206
2015-09-01,Запорізька,316
2015-10-01,Запорізька,454
2015-11-01,Запорізька,390
2015-12-01,Запорізька,259
2016-01-01,Запорізька,202
2016-02-01,Запорізька,357
2016-03-01,Запорізька,322
2016-04-01,Запорізька,372
2016-05-01,Запорізька,240
2016-06-01,Запорізька,324
2016-07-01,Запорізька,370
2016-08-01,Запорізька,364
2016-09-01,Запорізька,405
2016-10-01,Запорізька,394
2016-11-01,Запорізька,474
2016-12-01,Запорізька,461
2017-01-01,Запорізька,326
2017-02-01,Запорізька,356
2017-03-01,Запорізька,553
2017-04-01,Запорізька,477
2017-05-01,Запорізька,582
2017-06-01,Запорізька,562
2017-07-01,Запорізька,501
2017-08-01,Запорізька,591
2017-09-01,Запорізька,616
2017-10-01,Запорізька,578
2017-11-01,Запорізька,555
2017-12-01,Запорізька,638
2018-01-01,Запорізька,437
2018-02-01,Запорізька,455
2018-03-01,Запорізька,492
2018-04-01,Запорізька,627
2018-05-01,Запорізька,631
2018-06-01,Запорізька,663
2018-07-01,Запорізька,652
2018-08-01,Запорізька,645
2018-09-01,Запорізька,383
2018-10-01,Запорізька,400
2018-11-01,Запорізька,359
2018-12-01,Запорізька,476
2019-01-01,Запорізька,795
2019-02-01,Запорізька,1256
2019-03-01,Запорізька,1351
2019-04-01,Запорізька,597
2019-05-01,Запорізька,744
2013-01-01,Черкаська,388
2013-02-01,Черкаська,463
2013-03-01,Черкаська,687
2013-04-01,Черкаська,1118
2013-05-01,Черкаська,701
2013-06-01,Черкаська,818
2013-07-01,Черкаська,1028
2013-08-01,Черкаська,1505
2013-09-01,Черкаська,442
2013-10-01,Черкаська,421
2013-11-01,Черкаська,482
2013-12-01,Черкаська,566
2014-01-01,Черкаська,441
2014-02-01,Черкаська,418
2014-03-01,Черкаська,470
2014-04-01,Черкаська,269
2014-05-01,Черкаська,186
2014-06-01,Черкаська,455
2014-07-01,Черкаська,591
2014-08-01,Черкаська,485
2014-09-01,Черкаська,369
2014-10-01,Черкаська,527
2014-11-01,Черкаська,466
2014-12-01,Черкаська,568
2015-01-01,Черкаська,190
2015-02-01,Черкаська,191
2015-03-01,Черкаська,208
2015-04-01,Черкаська,219
2015-05-01,Черкаська,338
2015-06-01,Черкаська,248
2015-07-01,Черкаська,323
2015-08-01,Черкаська,250
2015-09-01,Черкаська,258
2015-10-01,Черкаська,309
2015-11-01,Черкаська,258
2015-12-01,Черкаська,221
2016-01-01,Черкаська,168
2016-02-01,Черкаська,199
2016-03-01,Черкаська,259
2016-04-01,Черкаська,271
2016-05-01,Черкаська,189
2016-06-01,Черкаська,227
2016-07-01,Черкаська,230
2016-08-01,Черкаська,261
2016-09-01,Черкаська,344
2016-10-01,Черкаська,387
2016-11-01,Черкаська,411
2016-12-01,Черкаська,425
2017-01-01,Черкаська,241
2017-02-01,Черкаська,296
2017-03-01,Черкаська,511
2017-04-01,Черкаська,469
2017-05-01,Черкаська,534
2017-06-01,Черкаська,545
2017-07-01,Черкаська,515
2017-08-01,Черкаська,465
2017-09-01,Черкаська,541
2017-10-01,Черкаська,426
2017-11-01,Черкаська,444
2017-12-01,Черкаська,461
2018-01-01,Черкаська,394
2018-02-01,Черкаська,347
2018-03-01,Черкаська,405
2018-04-01,Черкаська,532
2018-05-01,Черкаська,644
2018-06-01,Черкаська,628
2018-07-01,Черкаська,674
2018-08-01,Черкаська,606
2018-09-01,Черкаська,406
2018-10-01,Черкаська,403
2018-11-01,Черкаська,369
2018-12-01,Черкаська,524
2019-01-01,Черкаська,1246
2019-02-01,Черкаська,2015
2019-03-01,Черкаська,1534
2019-04-01,Черкаська,827
2019-05-01,Черкаська,900
2013-01-01,Миколаївська,347
2013-02-01,Миколаївська,417
2013-03-01,Миколаївська,780
2013-04-01,Миколаївська,922
2013-05-01,Миколаївська,516
2013-06-01,Миколаївська,743
2013-07-01,Миколаївська,723
2013-08-01,Миколаївська,1012
2013-09-01,Миколаївська,512
2013-10-01,Миколаївська,490
2013-11-01,Миколаївська,495
2013-12-01,Миколаївська,562
2014-01-01,Миколаївська,246
2014-02-01,Миколаївська,423
2014-03-01,Миколаївська,369
2014-04-01,Миколаївська,349
2014-05-01,Миколаївська,83
2014-06-01,Миколаївська,291
2014-07-01,Миколаївська,612
2014-08-01,Миколаївська,420
2014-09-01,Миколаївська,372
2014-10-01,Миколаївська,386
2014-11-01,Миколаївська,346
2014-12-01,Миколаївська,388
2015-01-01,Миколаївська,213
2015-02-01,Миколаївська,215
2015-03-01,Миколаївська,199
2015-04-01,Миколаївська,188
2015-05-01,Миколаївська,236
2015-06-01,Миколаївська,217
2015-07-01,Миколаївська,280
2015-08-01,Миколаївська,199
2015-09-01,Миколаївська,249
2015-10-01,Миколаївська,323
2015-11-01,Миколаївська,286
2015-12-01,Миколаївська,230
2016-01-01,Миколаївська,154
2016-02-01,Миколаївська,295
2016-03-01,Миколаївська,343
2016-04-01,Миколаївська,381
2016-05-01,Миколаївська,180
2016-06-01,Миколаївська,237
2016-07-01,Миколаївська,343
2016-08-01,Миколаївська,311
2016-09-01,Миколаївська,300
2016-10-01,Миколаївська,337
2016-11-01,Миколаївська,437
2016-12-01,Миколаївська,485
2017-01-01,Миколаївська,300
2017-02-01,Миколаївська,331
2017-03-01,Миколаївська,515
2017-04-01,Миколаївська,448
2017-05-01,Миколаївська,458
2017-06-01,Миколаївська,509
2017-07-01,Миколаївська,460
2017-08-01,Миколаївська,462
2017-09-01,Миколаївська,482
2017-10-01,Миколаївська,510
2017-11-01,Миколаївська,513
2017-12-01,Миколаївська,464
2018-01-01,Миколаївська,330
2018-02-01,Миколаївська,308
2018-03-01,Миколаївська,359
2018-04-01,Миколаївська,383
2018-05-01,Миколаївська,448
2018-06-01,Миколаївська,432
2018-07-01,Миколаївська,491
2018-08-01,Миколаївська,537
2018-09-01,Миколаївська,299
2018-10-01,Миколаївська,344
2018-11-01,Миколаївська,367
2018-12-01,Миколаївська,361
2019-01-01,Миколаївська,658
2019-02-01,Миколаївська,1239
2019-03-01,Миколаївська,1003
2019-04-01,Миколаївська,497
2019-05-01,Миколаївська,551
2013-01-01,Сумська,339
2013-02-01,Сумська,293
2013-03-01,Сумська,541
2013-04-01,Сумська,775
2013-05-01,Сумська,601
2013-06-01,Сумська,683
2013-07-01,Сумська,797
2013-08-01,Сумська,934
2013-09-01,Сумська,375
2013-10-01,Сумська,356
2013-11-01,Сумська,336
2013-12-01,Сумська,353
2014-01-01,Сумська,242
2014-02-01,Сумська,261
2014-03-01,Сумська,335
2014-04-01,Сумська,263
2014-05-01,Сумська,119
2014-06-01,Сумська,222
2014-07-01,Сумська,494
2014-08-01,Сумська,551
2014-09-01,Сумська,317
2014-10-01,Сумська,374
2014-11-01,Сумська,389
2014-12-01,Сумська,331
2015-01-01,Сумська,130
2015-02-01,Сумська,136
2015-03-01,Сумська,206
2015-04-01,Сумська,159
2015-05-01,Сумська,155
2015-06-01,Сумська,133
2015-07-01,Сумська,216
2015-08-01,Сумська,209
2015-09-01,Сумська,258
2015-10-01,Сумська,273
2015-11-01,Сумська,189
2015-12-01,Сумська,224
2016-01-01,Сумська,133
2016-02-01,Сумська,187
2016-03-01,Сумська,307
2016-04-01,Сумська,280
2016-05-01,Сумська,224
2016-06-01,Сумська,189
2016-07-01,Сумська,287
2016-08-01,Сумська,308
2016-09-01,Сумська,382
2016-10-01,Сумська,330
2016-11-01,Сумська,364
2016-12-01,Сумська,326
2017-01-01,Сумська,218
2017-02-01,Сумська,268
2017-03-01,Сумська,456
2017-04-01,Сумська,411
2017-05-01,Сумська,539
2017-06-01,Сумська,556
2017-07-01,Сумська,466
2017-08-01,Сумська,467
2017-09-01,Сумська,583
2017-10-01,Сумська,477
2017-11-01,Сумська,472
2017-12-01,Сумська,410
2018-01-01,Сумська,315
2018-02-01,Сумська,317
2018-03-01,Сумська,351
2018-04-01,Сумська,620
2018-05-01,Сумська,666
2018-06-01,Сумська,776
2018-07-01,Сумська,707
2018-08-01,Сумська,705
2018-09-01,Сумська,383
2018-10-01,Сумська,373
2018-11-01,Сумська,401
2018-12-01,Сумська,448
2019-01-01,Сумська,739
2019-02-01,Сумська,1156
2019-03-01,Сумська,1016
2019-04-01,Сумська,654
2019-05-01,Сумська,795
2013-01-01,Кіровоградська,268
2013-02-01,Кіровоградська,370
2013-03-01,Кіровоградська,526
2013-04-01,Кіровоградська,712
2013-05-01,Кіровоградська,429
2013-06-01,Кіровоградська,458
2013-07-01,Кіровоградська,507
2013-08-01,Кіровоградська,744
2013-09-01,Кіровоградська,439
2013-10-01,Кіровоградська,399
2013-11-01,Кіровоградська,403
2013-12-01,Кіровоградська,450
2014-01-01,Кіровоградська,233
2014-02-01,Кіровоградська,311
2014-03-01,Кіровоградська,418
2014-04-01,Кіровоградська,389
2014-05-01,Кіровоградська,143
2014-06-01,Кіровоградська,226
2014-07-01,Кіровоградська,369
2014-08-01,Кіровоградська,457
2014-09-01,Кіровоградська,372
2014-10-01,Кіровоградська,398
2014-11-01,Кіровоградська,384
2014-12-01,Кіровоградська,369
2015-01-01,Кіровоградська,158
2015-02-01,Кіровоградська,190
2015-03-01,Кіровоградська,190
2015-04-01,Кіровоградська,152
2015-05-01,Кіровоградська,160
2015-06-01,Кіровоградська,165
2015-07-01,Кіровоградська,223
2015-08-01,Кіровоградська,157
2015-09-01,Кіровоградська,195
2015-10-01,Кіровоградська,264
2015-11-01,Кіровоградська,209
2015-12-01,Кіровоградська,202
2016-01-01,Кіровоградська,86
2016-02-01,Кіровоградська,141
2016-03-01,Кіровоградська,246
2016-04-01,Кіровоградська,224
2016-05-01,Кіровоградська,187
2016-06-01,Кіровоградська,170
2016-07-01,Кіровоградська,224
2016-08-01,Кіровоградська,228
2016-09-01,Кіровоградська,310
2016-10-01,Кіровоградська,296
2016-11-01,Кіровоградська,394
2016-12-01,Кіровоградська,358
2017-01-01,Кіровоградська,181
2017-02-01,Кіровоградська,230
2017-03-01,Кіровоградська,367
2017-04-01,Кіровоградська,408
2017-05-01,Кіровоградська,421
2017-06-01,Кіровоградська,394
2017-07-01,Кіровоградська,431
2017-08-01,Кіровоградська,396
2017-09-01,Кіровоградська,451
2017-10-01,Кіровоградська,400
2017-11-01,Кіровоградська,549
2017-12-01,Кіровоградська,448
2018-01-01,Кіровоградська,280
2018-02-01,Кіровоградська,315
2018-03-01,Кіровоградська,364
2018-04-01,Кіровоградська,394
2018-05-01,Кіровоградська,475
2018-06-01,Кіровоградська,431
2018-07-01,Кіровоградська,447
2018-08-01,Кіровоградська,411
2018-09-01,Кіровоградська,273
2018-10-01,Кіровоградська,294
2018-11-01,Кіровоградська,303
2018-12-01,Кіровоградська,325
2019-01-01,Кіровоградська,601
2019-02-01,Кіровоградська,1113
2019-03-01,Кіровоградська,809
2019-04-01,Кіровоградська,493
2019-05-01,Кіровоградська,490
2013-01-01,Херсонська,167
2013-02-01,Херсонська,192
2013-03-01,Херсонська,328
2013-04-01,Херсонська,468
2013-05-01,Херсонська,355
2013-06-01,Херсонська,512
2013-07-01,Херсонська,734
2013-08-01,Херсонська,966
2013-09-01,Херсонська,413
2013-10-01,Херсонська,439
2013-11-01,Херсонська,403
2013-12-01,Херсонська,393
2014-01-01,Херсонська,237
2014-02-01,Херсонська,323
2014-03-01,Херсонська,271
2014-04-01,Херсонська,281
2014-05-01,Херсонська,207
2014-06-01,Херсонська,212
2014-07-01,Херсонська,483
2014-08-01,Херсонська,441
2014-09-01,Херсонська,380
2014-10-01,Херсонська,287
2014-11-01,Херсонська,384
2014-12-01,Херсонська,261
2015-01-01,Херсонська,103
2015-02-01,Херсонська,141
2015-03-01,Херсонська,132
2015-04-01,Херсонська,193
2015-05-01,Херсонська,193
2015-06-01,Херсонська,216
2015-07-01,Херсонська,297
2015-08-01,Херсонська,171
2015-09-01,Херсонська,284
2015-10-01,Херсонська,280
2015-11-01,Херсонська,219
2015-12-01,Херсонська,265
2016-01-01,Херсонська,97
2016-02-01,Херсонська,213
2016-03-01,Херсонська,223
2016-04-01,Херсонська,244
2016-05-01,Херсонська,144
2016-06-01,Херсонська,190
2016-07-01,Херсонська,274
2016-08-01,Херсонська,252
2016-09-01,Херсонська,337
2016-10-01,Херсонська,319
2016-11-01,Херсонська,386
2016-12-01,Херсонська,339
2017-01-01,Херсонська,179
2017-02-01,Херсонська,274
2017-03-01,Херсонська,402
2017-04-01,Херсонська,398
2017-05-01,Херсонська,437
2017-06-01,Херсонська,550
2017-07-01,Херсонська,473
2017-08-01,Херсонська,476
2017-09-01,Херсонська,427
2017-10-01,Херсонська,456
2017-11-01,Херсонська,384
2017-12-01,Херсонська,401
2018-01-01,Херсонська,281
2018-02-01,Херсонська,309
2018-03-01,Херсонська,337
2018-04-01,Херсонська,353
2018-05-01,Херсонська,399
2018-06-01,Херсонська,399
2018-07-01,Херсонська,464
2018-08-01,Херсонська,507
2018-09-01,Херсонська,250
2018-10-01,Херсонська,284
2018-11-01,Херсонська,234
2018-12-01,Херсонська,255
2019-01-01,Херсонська,517
2019-02-01,Херсонська,898
2019-03-01,Херсонська,772
2019-04-01,Херсонська,463
2019-05-01,Херсонська,472
2013-01-01,Чернігівська,304
2013-02-01,Чернігівська,338
2013-03-01,Чернігівська,430
2013-04-01,Чернігівська,612
2013-05-01,Чернігівська,436
2013-06-01,Чернігівська,565
2013-07-01,Чернігівська,543
2013-08-01,Чернігівська,835
2013-09-01,Чернігівська,297
2013-10-01,Чернігівська,314
2013-11-01,Чернігівська,258
2013-12-01,Чернігівська,268
2014-01-01,Чернігівська,180
2014-02-01,Чернігівська,244
2014-03-01,Чернігівська,195
2014-04-01,Чернігівська,139
2014-05-01,Чернігівська,95
2014-06-01,Чернігівська,267
2014-07-01,Чернігівська,467
2014-08-01,Чернігівська,366
2014-09-01,Чернігівська,213
2014-10-01,Чернігівська,316
2014-11-01,Чернігівська,323
2014-12-01,Чернігівська,289
2015-01-01,Чернігівська,149
2015-02-01,Чернігівська,132
2015-03-01,Чернігівська,138
2015-04-01,Чернігівська,158
2015-05-01,Чернігівська,189
2015-06-01,Чернігівська,171
2015-07-01,Чернігівська,171
2015-08-01,Чернігівська,110
2015-09-01,Чернігівська,170
2015-10-01,Чернігівська,172
2015-11-01,Чернігівська,173
2015-12-01,Чернігівська,162
2016-01-01,Чернігівська,132
2016-02-01,Чернігівська,128
2016-03-01,Чернігівська,176
2016-04-01,Чернігівська,189
2016-05-01,Чернігівська,137
2016-06-01,Чернігівська,168
2016-07-01,Чернігівська,192
2016-08-01,Чернігівська,212
2016-09-01,Чернігівська,229
2016-10-01,Чернігівська,231
2016-11-01,Чернігівська,264
2016-12-01,Чернігівська,254
2017-01-01,Чернігівська,198
2017-02-01,Чернігівська,236
2017-03-01,Чернігівська,377
2017-04-01,Чернігівська,330
2017-05-01,Чернігівська,391
2017-06-01,Чернігівська,347
2017-07-01,Чернігівська,421
2017-08-01,Чернігівська,381
2017-09-01,Чернігівська,396
2017-10-01,Чернігівська,381
2017-11-01,Чернігівська,332
2017-12-01,Чернігівська,313
2018-01-01,Чернігівська,245
2018-02-01,Чернігівська,250
2018-03-01,Чернігівська,344
2018-04-01,Чернігівська,423
2018-05-01,Чернігівська,523
2018-06-01,Чернігівська,534
2018-07-01,Чернігівська,628
2018-08-01,Чернігівська,560
2018-09-01,Чернігівська,258
2018-10-01,Чернігівська,289
2018-11-01,Чернігівська,254
2018-12-01,Чернігівська,500
2019-01-01,Чернігівська,893
2019-02-01,Чернігівська,1278
2019-03-01,Чернігівська,994
2019-04-01,Чернігівська,631
2019-05-01,Чернігівська,625
2013-01-01,Луганська,640
2013-02-01,Луганська,679
2013-03-01,Луганська,1260
2013-04-01,Луганська,1777
2013-05-01,Луганська,1061
2013-06-01,Луганська,1230
2013-07-01,Луганська,1240
2013-08-01,Луганська,1668
2013-09-01,Луганська,751
2013-10-01,Луганська,840
2013-11-01,Луганська,767
2013-12-01,Луганська,747
2014-01-01,Луганська,501
2014-02-01,Луганська,725
2014-03-01,Луганська,730
2014-04-01,Луганська,497
2014-05-01,Луганська,84
2014-06-01,Луганська,278
2014-07-01,Луганська,152
2014-08-01,Луганська,97
2014-09-01,Луганська,153
2014-10-01,Луганська,206
2014-11-01,Луганська,200
2014-12-01,Луганська,189
2015-01-01,Луганська,87
2015-02-01,Луганська,85
2015-03-01,Луганська,106
2015-04-01,Луганська,111
2015-05-01,Луганська,143
2015-06-01,Луганська,139
2015-07-01,Луганська,171
2015-08-01,Луганська,119
2015-09-01,Луганська,111
2015-10-01,Луганська,155
2015-11-01,Луганська,123
2015-12-01,Луганська,118
2016-01-01,Луганська,68
2016-02-01,Луганська,99
2016-03-01,Луганська,101
2016-04-01,Луганська,132
2016-05-01,Луганська,80
2016-06-01,Луганська,87
2016-07-01,Луганська,103
2016-08-01,Луганська,105
2016-09-01,Луганська,144
2016-10-01,Луганська,155
2016-11-01,Луганська,136
2016-12-01,Луганська,157
2017-01-01,Луганська,110
2017-02-01,Луганська,122
2017-03-01,Луганська,156
2017-04-01,Луганська,202
2017-05-01,Луганська,250
2017-06-01,Луганська,242
2017-07-01,Луганська,224
2017-08-01,Луганська,194
2017-09-01,Луганська,174
2017-10-01,Луганська,195
2017-11-01,Луганська,180
2017-12-01,Луганська,191
2018-01-01,Луганська,147
2018-02-01,Луганська,126
2018-03-01,Луганська,153
2018-04-01,Луганська,221
2018-05-01,Луганська,260
2018-06-01,Луганська,261
2018-07-01,Луганська,234
2018-08-01,Луганська,239
2018-09-01,Луганська,119
2018-10-01,Луганська,119
2018-11-01,Луганська,104
2018-12-01,Луганська,113
2019-01-01,Луганська,191
2019-02-01,Луганська,349
2019-03-01,Луганська,289
2019-04-01,Луганська,240
2019-05-01,Луганська,241
2013-01-01,АР Крим,530
2013-02-01,АР Крим,578
2013-03-01,АР Крим,847
2013-04-01,АР Крим,1011
2013-05-01,АР Крим,802
2013-06-01,АР Крим,855
2013-07-01,АР Крим,943
2013-08-01,АР Крим,1343
2013-09-01,АР Крим,673
2013-10-01,АР Крим,631
2013-11-01,АР Крим,611
2013-12-01,АР Крим,507
2014-01-01,АР Крим,373
2014-02-01,АР Крим,379
2014-03-01,АР Крим,301
2014-04-01,АР Крим,53
2014-05-01,АР Крим,22
2014-06-01,АР Крим,25
